"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"96",3.45552806142963e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406666","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Mission, Wildhorse Golf Course","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",45.639,-118.6849,NA,NA,NA,NA,NA,NA,"1998-04-26",26,4,1998,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","BBSL283716","","",NA,"CC_BY_4_0","","J.E. Harrison","",NA,2024-01-24 21:56:35.875,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"97",3.4555279972011e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406653","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Meacham, 8 mi W","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",45.5962,-118.4863,NA,NA,1036,NA,NA,NA,"1929-07-19",19,7,1929,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS19459","","T.H. Frison 1930",NA,"CC_BY_4_0","","H.A. Scullen","",NA,2024-01-24 21:56:35.898,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"98",3.45552798731978e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406651","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Langdon Lake","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",45.7788,-118.0876,NA,NA,NA,NA,NA,NA,"1953-08-16",16,8,1953,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000078766","","J.P. Strange 2009",NA,"CC_BY_4_0","","W.P. Stephen","",NA,2024-01-24 21:56:35.893,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"99",3.45552794285388e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406642","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Emigrant Pass","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",43.465,-116.1381,NA,NA,NA,NA,NA,NA,"1983-08-16",16,8,1983,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","84841","","",NA,"CC_BY_4_0","","W.P. Nye","",NA,2024-01-24 21:56:35.893,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"100",3.45552793297256e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406640","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Tillamook","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",45.45621,-123.84401,NA,NA,NA,NA,NA,NA,"1967-09-20",20,9,1967,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000078815","","J.P. Strange 2009",NA,"CC_BY_4_0","","","",NA,2024-01-24 21:56:35.885,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"101",3.45552790332862e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406634","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Smith Rd #3 fm end-Ham","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.81181,-123.33,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS368","","J.P. Strange 2009",NA,"CC_BY_4_0","","S. Rao","",NA,2024-01-24 21:56:35.846,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"102",3.45552789838797e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406633","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Independence","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.8512,-123.1868,NA,NA,NA,NA,NA,NA,"1934-08-15",15,8,1934,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000092357","","",NA,"CC_BY_4_0","","N.P. Larson","",NA,2024-01-24 21:56:35.846,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"103",3.455527883566e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406630","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Off Tarter Road, B1 with funnel experiment","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",42.11,-123.51,NA,NA,NA,NA,NA,NA,"2006-08-02",2,8,2006,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS366","","J.P. Strange 2009",NA,"CC_BY_4_0","","W.P. Stephen","",NA,2024-01-24 21:56:35.837,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"104",3.45552787862534e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406629","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Airlie Rd A Yel funnel exp","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",43.96,-123.18,NA,NA,260,NA,NA,NA,"2006-08-08",8,8,2006,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS367","","J.P. Strange 2009",NA,"CC_BY_4_0","","S. Rao","",NA,2024-01-24 21:56:35.833,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"105",3.45552787368468e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406628","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Black Rock 16 mi SW Dallas","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.87241,-123.49834,NA,NA,NA,NA,NA,NA,"1960-07-06",6,7,1960,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS0000131016","","",NA,"CC_BY_4_0","","D. Allen","",NA,2024-01-24 21:56:35.834,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"106",3.45552786874403e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406627","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Portland, Council Crest","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",45.48872,-122.70259,NA,NA,NA,NA,NA,NA,"1936-06-29",29,6,1936,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS13640","","J.B. Koch 2010",NA,"CC_BY_4_0","","I.M. McCracken","",NA,2024-01-24 21:56:35.833,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"107",3.45552785392206e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406624","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Portland","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",45.52345,-122.6762,NA,NA,NA,NA,NA,NA,"1896-06-29",29,6,1896,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS13441","","J.B. Koch 2010",NA,"CC_BY_4_0","","I.M. McCracken","",NA,2024-01-24 21:56:35.833,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"108",3.45552780451549e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406614","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Dodson","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",45.60539,-122.03563,NA,NA,NA,NA,NA,NA,"1923-07-08",8,7,1923,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS4022","","J.B. Koch 2009",NA,"CC_BY_4_0","","C.D. Duncan","",NA,2024-01-24 21:56:35.864,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"109",3.45552779463418e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406612","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Mount Hood National Forest, Larch Mountain Picnic Area","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",45.53039,-122.09064,NA,NA,1200,NA,NA,NA,"1985-08-02",2,8,1985,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS13587","","R.S. Jacobson 1991",NA,"CC_BY_4_0","","V.F. Lee","",NA,2024-01-24 21:56:35.865,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"110",3.45552778969352e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406611","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Breitenbush Hot Springs","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.78289,-121.97896,NA,NA,677,NA,NA,NA,"1934-07-06",6,7,1934,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000078676","","J.P. Strange 2009",NA,"CC_BY_4_0","","H.A. Scullen","",NA,2024-01-24 21:56:35.866,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"111",3.45552772052433e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406597","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Detroit","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.73401,-122.14979,NA,NA,NA,NA,NA,NA,"1907-07-11",11,7,1907,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","USNM00741028","","",NA,"CC_BY_4_0","","","",NA,2024-01-24 21:56:35.775,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"112",3.45552771064302e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406595","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Salem","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.94289,-123.03509,NA,NA,NA,NA,NA,NA,"1921-08-24",24,8,1921,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000078933","","J.P. Strange 2009",NA,"CC_BY_4_0","","H.A. Scullen","",NA,2024-01-24 21:56:35.777,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"113",3.45552768099908e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406589","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Ontario","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.03,-116.96,NA,NA,NA,NA,NA,NA,"1953-08-16",16,8,1953,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000078773","","J.P. Strange 2009",NA,"CC_BY_4_0","","W.P. Stephen","",NA,2024-01-24 21:56:35.775,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"114",3.45552767605843e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406588","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Oswego","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.02,-116.98,NA,NA,NA,NA,NA,NA,"1907-07-10",10,7,1907,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000078935","","J.P. Strange 2009",NA,"CC_BY_4_0","","G. Ewing","",NA,2024-01-24 21:56:35.777,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"115",3.45552767111777e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406587","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Nyssa, 10 mi SW","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",43.77,-117.04,NA,NA,NA,NA,NA,NA,"1957-07-01",1,7,1957,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000078718","","J.P. Strange 2009",NA,"CC_BY_4_0","","R.K. Eppley","",NA,2024-01-24 21:56:35.777,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"116",3.45552763159252e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406579","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Santiam Pass","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.40222,-121.85028,NA,NA,NA,NA,NA,NA,"1961-06-19",19,6,1961,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","BBSLID827851","","J.B. Koch 2009",NA,"CC_BY_4_0","","S.L. Wood, J. Karren, D.E. Bright","",NA,2024-01-24 21:56:35.791,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"117",3.45552759206727e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406571","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Mt. Jefferson, Hunts Cove","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.62892,-121.82024,NA,NA,NA,NA,NA,NA,"1907-07-12",12,7,1907,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","USNM00471236","","",NA,"CC_BY_4_0","","","",NA,2024-01-24 21:56:35.792,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"118",3.45552758712661e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406570","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Albany","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.63651,-123.10592,NA,NA,NA,NA,NA,NA,"1933-04-22",22,4,1933,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000078704","","J.P. Strange 2009",NA,"CC_BY_4_0","","J. Schuh","",NA,2024-01-24 21:56:35.791,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"119",3.45552755748267e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406564","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Hoodoo Ski","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.40706,-121.8695,NA,NA,1402,NA,NA,NA,"1956-07-25",25,7,1956,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS20789","","J.B. Koch 2010",NA,"CC_BY_4_0","","P. Rude","",NA,2024-01-24 21:56:35.78,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"120",3.45552752783873e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406558","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Monument Peak","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.69577,-122.32099,NA,NA,1341,NA,NA,NA,"1961-07-23",23,7,1961,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS0000131015","","",NA,"CC_BY_4_0","","D.R. Smith","",NA,2024-01-24 21:56:35.758,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"121",3.45552749819479e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406552","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Foster","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.4104,-122.6723,NA,NA,NA,NA,NA,NA,"1904-07-16",16,7,1904,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","USNM00741027","","",NA,"CC_BY_4_0","","","",NA,2024-01-24 21:56:35.753,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"122",3.45552748831348e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406550","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Green Peter Lake","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.45206,-122.54702,NA,NA,NA,NA,NA,NA,"1973-06-19",19,6,1973,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS0000131025","","",NA,"CC_BY_4_0","","G.R. Ferguson","",NA,2024-01-24 21:56:35.757,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"123",3.45552748337282e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406549","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Shedd","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.46151,-123.11037,NA,NA,NA,NA,NA,NA,"1924-08-05",5,8,1924,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000078938","","J.P. Strange 2009",NA,"CC_BY_4_0","","H.A. Scullen","",NA,2024-01-24 21:56:35.751,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"124",3.45552747349151e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406547","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Lost Lake Campground","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",45.49393,-121.81532,NA,NA,NA,NA,NA,NA,"1970-07-29",29,7,1970,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS13355","","R.S. Jacobson 1991",NA,"CC_BY_4_0","","W.T. Davies","",NA,2024-01-24 21:56:35.756,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"125",3.45552746855086e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406546","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Highway 20, 10 mi N, N Santiam River","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.69872,-123.05193,NA,NA,NA,NA,NA,NA,"1954-06-24",24,6,1954,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS4064","","J.B. Koch 2009",NA,"CC_BY_4_0","","E.I. Schlinger","",NA,2024-01-24 21:56:35.753,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"126",3.4555274636102e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406545","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Monument Peak","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.69,-122.32,NA,NA,1219,NA,NA,NA,"1960-07-16",16,7,1960,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000078791","","J.P. Strange 2009",NA,"CC_BY_4_0","","H.A. Scullen","",NA,2024-01-24 21:56:35.752,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"127",3.45552744384757e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406541","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Yaquina","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.6022,-124.0075,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","OS000078930","","J.P. Strange 2009",NA,"CC_BY_4_0","","H.A. Scullen","",NA,2024-01-24 21:56:35.749,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"128",3.45552737961904e-315,"8c04889e-a0ad-4f39-8623-06aa9cf0131d","699406528","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus occidentalis","","SPECIES","Bombus occidentalis Greene, 1858","Bombus occidentalis","Greene 1858","US","Little Dearborn Island, 14 km E Blue River","Oregon","PRESENT",NA,"1e26a630-7203-11dc-a0d8-b8a03c50a862",44.167,-122.242,NA,NA,NA,NA,NA,NA,"1994-06-07",7,6,1994,1340429,1340429,"PRESERVED_SPECIMEN","USDA-ARS","BBSL","JPS9732","","J.B. Koch 2009",NA,"CC_BY_4_0","","W.W. Middlekauff","",NA,2024-01-24 21:56:35.764,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
